taxon_name,mean_fires,num_unburnt_pixels,num_pixels
Bellendena montana,0.04531722054380667,316,331
Benstonea monticola,0.0898876404494381,87,89
Berberidopsis beckleri,0.30049261083743833,154,203
Bergia ammannioides,1.025,82,120
Bergia henshallii,1.6815642458100557,59,179
Bergia pedicellaris,2.676579925650558,85,269
Bergia trimera,0.4307304785894204,307,397
Berrya javanica,0.6153846153846156,30,39
Bertya brownii,0.5128205128205128,22,39
Bertya cunninghamii,0.16423357664233565,239,274
Bertya cunninghamii subsp. cunninghamii,0.07547169811320756,49,53
Bertya cunninghamii subsp. pubiramula,0.5454545454545454,12,22
Bertya cunninghamii subsp. rupicola,0.04166666666666668,23,24
Bertya findlayi,1,5,35
Bertya grampiana,1,0,7
Bertya oleifolia,0.6108597285067876,133,221
Bertya opponens,0.3740458015267175,104,131
Bertya rosmarinifolia,0.306122448979592,68,98
Bertya tasmanica,0.4444444444444444,13,18
Bertya tasmanica subsp. vestita,0.2647058823529412,307,408
Bertya tasmanica var. Fine hairs (I.Crawford 3165),1,0,1
Bertya tasmanica var. Glabrous ovary (T.A.James 527 & M.J.Taylor),0,1,1
Bertya tasmanica var. Golden hairs (P.C.Jobson 4616 et al.),1.5,0,2
Bertya tasmanica var. Typical variant (R.J.F.Henderson & G.Turpin H3277),0,1,1
Berula erecta,0.10245901639344258,220,244
Beyeria lanceolata,0.7454545454545454,40,110
Beyeria lasiocarpa,0.5289514866979658,329,639
Beyeria lechenaultii,0.17436429683445742,1650,1927
Beyeria opaca,0.1291448516579406,1008,1146
Beyeria sulcata var. brevipes,0.2619047619047619,32,42
Beyeria viscosa,0.12909979064898813,1276,1433
Bidens subalternans,0.1000000000000002,1631,1780
Billardiera cymosa,0.10823311748381123,1940,2162
Billardiera drummondii,0.7777777777777779,26,63
Billardiera floribunda,0.29464285714285715,85,112
Billardiera fraseri,0.22131147540983612,100,122
Billardiera fusiformis,0.16942909760589325,469,543
Billardiera heterophylla,0.08485401459853986,1012,1096
Billardiera longiflora,0.18939393939393934,110,132
Billardiera macrantha,0.28559027777777773,862,1152
Billardiera rubens,0.2898550724637681,54,69
Billardiera scandens,0.5489992042602672,9377,16337
Billardiera variifolia,0.3099999999999999,229,300
Blainvillea cunninghamii,2.6194690265486735,39,113
Blancoa canescens,0.2272727272727273,86,110
Blandfordia cunninghamii,0.6829268292682926,24,41
Blandfordia grandiflora,0.9529085872576178,171,361
Blandfordia nobilis,0.638121546961326,167,362
Blandfordia punicea,0.22404371584699453,146,183
Blechnum ambiguum,0.4492753623188405,181,276
Blechnum camfieldii,0.28901734104046223,137,173
Blechnum cartilagineum,0.46825971518223397,5171,8286
Blechnum fluviatile,0.2716627634660421,671,854
Blechnum lineare,0.39682539682539686,47,63
Blechnum medium,0.40559440559440557,107,143
Blechnum minus,0.4148296593186371,1316,1996
Blechnum neohollandicum,0.3964686998394855,4236,6230
Blechnum nudum,0.4939441811479725,3376,5697
Blechnum orientale,4.110714285714285,62,280
Blechnum parrisiae,0.4968071519795659,462,783
Blechnum penna-marina subsp. alpina,0.6559734513274337,460,904
Blechnum rupestre,0.34235807860261996,840,1145
Blechnum vulcanicum,0.23809523809523805,16,21
Blechnum wattsii,0.3682037164487277,2988,4359
Blennodia canescens,0.1872340425531916,200,235
Blennospora drummondii,0.11693548387096761,1112,1240
Blepharocarya depauperata,6.4149659863945585,11,147
Blepharocarya involucrigera,1.2768361581920908,115,177
Blumea diffusa,5.380090497737558,35,221
Blumea integrifolia,6.932489451476793,13,237
Blumea pungens,4.428571428571429,0,7
Blumea tenella,3.711571675302241,192,579
Boerhavia burbidgeana,0.6573033707865169,128,178
Boerhavia coccinea,0.8817005545286514,731,1082
Boerhavia diffusa,1.5588235294117647,50,68
Boerhavia dominii,0.11062031880161341,4907,5207
Boerhavia paludosa,1.5743243243243255,144,296
Boerhavia repleta,0.5904059040590409,167,271
Boerhavia schomburgkiana,0.2790178571428571,389,448
Boerhavia sp. St George (A.Hill AQ399299),0.13999999999999999,44,50
Bolbitis quoyana,0.1111111111111111,24,27
Bolboschoenus caldwellii,0.07130872483221473,1122,1192
Bolboschoenus fluviatilis,0.18571428571428558,239,280
Bolboschoenus medianus,0.12385321100917437,396,436
Bombax ceiba,2.211111111111111,43,90
Bonamia brevifolia,6.805555555555555,9,144
Bonamia deserticola,2.103448275862069,8,29
Bonamia erecta,1.1059907834101381,69,217
Bonamia pannosa,3.856905158069884,88,601
Boronia alata,0.26530612244897955,39,49
Boronia algida,1.261811023622047,91,508
Boronia amplectens,4.428571428571429,1,7
Boronia anemonifolia,0.7043478260869566,52,115
Boronia anemonifolia subsp. anemonifolia,0.9162995594713657,87,227
Boronia anemonifolia subsp. variabilis,0.4,141,205
Boronia anethifolia,0.6538461538461539,152,286
Boronia angustisepala,0.625,31,48
Boronia barkeriana,0.8867924528301887,19,53
Boronia bipinnata,0.9844961240310077,55,129
Boronia boliviensis,0.75,2,8
Boronia chartacea,1.423076923076923,14,52
Boronia citriodora,0.1363636363636364,38,44
Boronia coerulescens,0.23015873015873015,100,126
Boronia coerulescens subsp. coerulescens,0.20437956204379554,557,685
Boronia crassifolia,0.2482269503546099,107,141
Boronia crenulata,0.36176470588235304,244,340
Boronia crenulata subsp. obtusa,0.03846153846153848,25,26
Boronia crenulata subsp. pubescens,0.2127659574468086,38,47
Boronia crenulata var. crenulata,0.3888888888888888,75,108
Boronia denticulata,0.10344827586206898,26,29
Boronia falcifolia,0.8722891566265059,208,415
Boronia fastigiata,0.3499999999999999,85,120
Boronia filicifolia,7.25,0,8
Boronia floribunda,0.7893175074183977,165,337
Boronia fraseri,0.5647058823529412,41,85
Boronia galbraithiae,0.21428571428571427,11,14
Boronia gracilipes,0.47972972972972966,99,148
Boronia grandisepala,3.52212389380531,11,113
Boronia grandisepala subsp. acanthophida,2.75,3,12
Boronia grandisepala subsp. grandisepala,4.758620689655172,8,58
Boronia granitica,1.0077519379844961,45,129
Boronia heterophylla,0.4054054054054055,28,37
Boronia inconspicua,0.15151515151515152,29,33
Boronia inornata subsp. leptophylla,0.1564102564102564,339,390
Boronia jucunda,6.5,0,2
Boronia lanceolata,4.186046511627907,41,344
Boronia lanuginosa,4.185303514376997,77,626
Boronia ledifolia,0.62972553081305,986,1931
Boronia megastigma,0.5063291139240507,51,79
Boronia microphylla,1.1731066460587327,166,647
Boronia mollis,0.265625,48,64
Boronia molloyae,0.28846153846153844,39,52
Boronia muelleri,0.674698795180723,101,249
Boronia nana var. hyssopifolia,0.5597826086956521,106,184
Boronia nana var. pubescens,0.84375,8,32
Boronia parviflora,0.5869853917662682,427,753
Boronia pinnata,0.5637707948243988,607,1082
Boronia polygalifolia,0.4793103448275862,385,580
Boronia prolixa,3.0526315789473686,3,19
Boronia pulchella,0.8695652173913044,5,23
Boronia purdieana,1,5,15
Boronia quadrilata,1.0769230769230769,0,13
Boronia ramosa,0.2654867256637169,87,113
Boronia ramosa subsp. anethifolia,0.4125,109,160
Boronia rigens,0.8367346938775511,66,147
Boronia rosmarinifolia,0.8612716763005778,186,346
Boronia ruppii,0.039999999999999994,24,25
Boronia safrolifera,0.9791666666666667,63,144
Boronia scabra,0.2173913043478261,18,23
Boronia serrulata,0.6451612903225806,104,248
Boronia spathulata,0.41500000000000037,277,400
Boronia stricta,0.6226415094339623,60,106
Boronia thujona,0.5483870967741935,70,124
Boronia tolerans,8.222222222222221,0,36
Boronia umbellata,0.0632911392405064,148,158
Boronia xanthastrum,3.352941176470588,1,17
Borya jabirabela,2.55,4,20
Borya mirabilis,0.5,1,2
Borya nitida,0.2463768115942028,53,69
Borya septentrionalis,0.45333333333333337,55,75
Borya sphaerocephala,0.2010309278350518,488,582
Bossiaea aquifolium,0.19512195121951217,34,41
Bossiaea aquifolium subsp. laidlawiana,0.14634146341463414,72,82
Bossiaea bossiaeoides,4.555729984301412,86,637
Bossiaea buxifolia,0.34916864608076054,1230,1684
Bossiaea cinerea,0.16591928251121071,1128,1338
Bossiaea disticha,0.3870967741935484,20,31
Bossiaea ensata,0.7351164797239002,550,1159
Bossiaea eriocarpa,0.25072886297376085,548,686
Bossiaea foliosa,0.9163498098859318,339,1052
Bossiaea heterophylla,0.7449046679815913,1437,3042
Bossiaea kiamensis,0.7244094488188976,59,127
Bossiaea lenticularis,0.9909502262443439,66,221
Bossiaea linophylla,0.31871345029239756,251,342
Bossiaea neoanglica,1.1196911196911203,180,518
Bossiaea obcordata,0.5999254287844901,1425,2682
Bossiaea ornata,0.34642032332563527,319,433
Bossiaea prostrata,0.23757354432947858,3920,4929
Bossiaea pulchella,0.2833333333333334,45,60
Bossiaea rhombifolia,0.7597765363128492,513,1074
Bossiaea riparia,0.31836734693877566,184,245
Bossiaea rufa,0.673913043478261,48,92
Bossiaea scolopendria,0.5399753997539977,457,813
Bossiaea scortechinii,1.072727272727273,153,440
Bossiaea stephensonii,0.5805243445692884,135,267
Bossiaea walkeri,0.07999999999999996,489,525
Bossiaea webbii,0.5208333333333333,32,48
Bothriochloa biloba,0.045555555555555544,865,900
Bothriochloa bladhii,5.0615942028985526,79,276
Bothriochloa bladhii subsp. bladhii,2.243654822335023,295,591
Bothriochloa decipiens,0.18055555555555555,61,72
Bothriochloa decipiens var. cloncurrensis,0.6276595744680851,66,94
Bothriochloa decipiens var. decipiens,0.09172835532668142,2889,3107
Bothriochloa erianthoides,0.17543859649122806,50,57
Bothriochloa ewartiana,0.7654867256637158,283,452
Bothriochloa macra,0.10022724554479134,7668,8361
Botrychium australe,0.5846153846153846,187,325
Botrychium lunaria,0.5930232558139534,46,86
Brachychiton acerifolius,0.07797878976918274,1491,1603
Brachychiton collinus,1.8048780487804879,13,41
Brachychiton diversifolius,4.248571428571429,61,350
Brachychiton diversifolius subsp. diversifolius,4.82370592648162,221,1333
Brachychiton fitzgeraldianus,6.801980198019802,4,101
Brachychiton gregorii,0.5572519083969467,172,262
Brachychiton megaphyllus,6.707413249211356,164,1268
Brachychiton multicaulis,5.815789473684211,2,38
Brachychiton paradoxus,3.90423162583519,176,898
Brachychiton populneus,0.17327975891511813,3417,3982
Brachychiton populneus subsp. populneus,0.2034494896163322,2348,2841
Brachychiton populneus subsp. trilobus,0.24175824175824193,227,273
Brachychiton rupestris,0.234375,165,192
Brachychiton sp. Wangi (S.E.Pickering 20),10.5,0,4
Brachychiton spectabilis,4.65,4,60
Brachychiton tuberculatus,7.715686274509802,4,102
Brachychiton viscidulus,4.801587301587301,19,126
Brachyloma baxteri,0.40594059405940597,67,101
Brachyloma ciliatum,0.2713178294573644,605,774
Brachyloma daphnoides,0.42402897967397957,6778,9938
Brachyloma ericoides,0.17234042553191492,393,470
Brachyloma ericoides subsp. ericoides,0.26863905325443777,632,845
Brachyloma preissii,0.3383458646616541,99,133
Brachyloma saxicola,1.1838235294117647,28,136
Brachyloma scortechinii,0.8674698795180722,44,83
Brachyscome aculeata,0.7818930041152267,488,1215
Brachyscome barkerae,0.4375,20,32
Brachyscome basaltica,0.41666666666666663,37,48
Brachyscome blackii,0.44444444444444436,24,36
Brachyscome campylocarpa,0,25,25
Brachyscome chrysoglossa,0.1029411764705882,187,204
Brachyscome ciliaris,0.11391129032258043,4530,4960
Brachyscome cuneifolia,0.24489795918367346,42,49
Brachyscome curvicarpa,0.05533596837944665,239,253
Brachyscome debilis,0.02898550724637682,201,207
Brachyscome decipiens,0.8742724097788125,298,859
Brachyscome dentata,0.07460317460317463,1185,1260
Brachyscome dissectifolia,0.30188679245283023,40,53
Brachyscome diversifolia,0.3737113402061857,265,388
Brachyscome diversifolia var. dissecta,0.1219512195121951,36,41
Brachyscome exilis,0.04712041884816754,182,191
Brachyscome foliosa,0.7209302325581395,15,43
Brachyscome formosa,0.3880597014925373,92,134
Brachyscome goniocarpa,0.16993464052287596,266,306
Brachyscome gracilis,0.22321428571428573,92,112
Brachyscome graminea,0.3431635388739945,521,746
Brachyscome iberidifolia,0.20793650793650792,530,630
Brachyscome lineariloba,0.037768884442221165,3854,3998
Brachyscome melanocarpa,0.08108108108108106,208,222
Brachyscome microcarpa,0.44754316069057104,508,753
Brachyscome muelleroides,0.057142857142857134,34,35
Brachyscome multifida,0.2786624203821657,951,1256
Brachyscome multifida var. dilatata,0.3943661971830986,47,71
Brachyscome multifida var. multifida,0.1611650485436893,441,515
Brachyscome nivalis,0.9051724137931035,81,232
Brachyscome nodosa,0.03260869565217395,90,92
Brachyscome obovata,0.7019867549668876,67,151
Brachyscome paludicola,0.0595703125,979,1024
Brachyscome papillosa,0.05932203389830514,113,118
Brachyscome parvula,0.11016949152542363,212,236
Brachyscome perpusilla,0.12038523274478334,1111,1246
Brachyscome petrophila,1.0147058823529411,14,68
Brachyscome ptychocarpa,0.4067796610169491,37,59
Brachyscome pusilla,0.08633093525179862,128,139
Brachyscome radicans,0.46153846153846145,109,156
Brachyscome readeri,0.11764705882352938,47,51
Brachyscome rigidula,0.5785714285714282,415,700
Brachyscome riparia,1,8,37
Brachyscome salkiniae,0.6999999999999998,49,150
Brachyscome scapigera,0.8291054739652872,282,749
Brachyscome smithwhitei,0.057416267942583726,197,209
Brachyscome spathulata,0.7188755020080321,1051,2241
Brachyscome staceae,0.45454545454545453,40,66
Brachyscome stolonifera,0.10769230769230767,58,65
Brachyscome stuartii,0.820121951219512,134,328
Brachyscome tadgellii,0.909090909090909,14,44
Brachyscome tenuiscapa,0.5471698113207546,31,53
Brachyscome tenuiscapa var. tenuiscapa,0.4444444444444444,5,9
Brachyscome tesquorum,0.7586206896551724,48,87
Brachyscome triloba,0.43300970873786426,332,515
Brachyscome walshii,1,0,1
Brachyscome whitei,0,49,49
Brachyscome willisii,0.3392857142857142,120,168
Brasenia schreberi,0.34615384615384615,56,78
Breynia cernua,2.392517438173752,769,1577
Breynia oblongifolia,0.31076749009994276,8124,10606
Bridelia insulana,0.016129032258064526,61,62
Bridelia leichhardtii,0.3923076923076922,206,260
Bridelia tomentosa,4.093791281373844,203,757
Bromus arenarius,0.058020477815699543,561,586
Brucea javanica,1.1377245508982037,108,167
Brunonia australis,0.24030868628858587,4540,5572
Brunoniella australis,0.3020226785167017,5365,6526
Brunoniella pumilio,0.5183706070287541,752,1252
Buchanania arborescens,2.388758782201404,207,427
Buchanania obovata,6.923991507431,402,4710
Buchnera linearis,6.22998430141287,140,1274
Buchnera ramosissima,3.974025974025974,31,154
Bulbine alata,0.0425867507886435,609,634
Bulbine bulbosa,0.1768619178971282,5253,6163
Bulbine crassa,0.25,3,4
Bulbine glauca,0.5944444444444444,191,360
Bulbine semibarbata,0.07791070907499258,3191,3427
Bulbostylis barbata,3.1079628724963406,692,2047
Burchardia congesta,0.2103250478011473,426,523
Burchardia multiflora,0.2524752475247526,159,202
Burchardia umbellata,0.28663772310660923,7863,10365
Burnettia cuneata,0.4545454545454546,70,110
Bursaria incana,0.6386292834890966,229,321
Bursaria longisepala,0.4754098360655738,263,427
Bursaria spinosa,0.23015945330296195,8896,10975
Bursaria spinosa subsp. lasiophylla,0.33202614379084994,1076,1530
Bursaria spinosa subsp. spinosa,0.2310097169412763,9547,11835
Bursaria tenuifolia,0.9271844660194176,131,206
Byblis gigantea,0.2,4,5
Byblis lamellata,0.31818181818181823,15,22
Cadellia pentastylis,0.1935483870967743,162,186
Caesalpinia bonduc,0.7441860465116281,94,129
Caesia alpina,1.107843137254902,21,102
Caesia calliantha,0.11325842696629211,2013,2225
Caesia micrantha,0.19999999999999996,320,380
Caesia parviflora,0.36762225969645856,1268,1779
Caesia parviflora var. minor,0.8148148148148148,35,81
Caesia parviflora var. parviflora,0.4407216494845362,536,776
Caesia parviflora var. vittata,0.18835616438356168,244,292
Cajanus acutifolius,2.9086538461538463,110,416
Cajanus aromaticus,4.2368421052631575,5,38
Cajanus cinereus,3.2054054054054055,30,185
Cajanus crassicaulis,4.178571428571429,2,28
Cajanus geminatus,5.517857142857142,21,168
Cajanus latisepalus,4.678947368421053,14,190
Cajanus marmoratus,3.4763092269326674,97,401
Cajanus pubescens,3.6518987341772147,24,158
Cajanus reticulatus,2.745614035087719,42,114
Cajanus reticulatus var. grandifolius,3.0967741935483866,33,93
Cajanus reticulatus var. maritimus,0.8979591836734694,36,49
Cajanus reticulatus var. reticulatus,1.8756756756756754,87,185
Cajanus scarabaeoides,3.324324324324324,10,37
Caladenia abbreviata,NA,0,0
Caladenia aestiva,1.3333333333333333,1,12
Caladenia alata,0.4658385093167704,101,161
Caladenia alpina,0.7164461247637043,236,529
Caladenia amoena,0,1,1
Caladenia ampla,0,10,10
Caladenia ancylosa,0.8333333333333334,1,6
Caladenia angustata,0.11111111111111109,33,36
Caladenia arenaria,0.1904761904761904,17,21
Caladenia argocalla,0,4,4
Caladenia audasii,0,1,1
Caladenia aurantiaca,0.3235294117647059,46,68
Caladenia australis,0.2121212121212122,53,66
Caladenia barbarossa,0.18589743589743588,135,156
Caladenia brachyscapa,0.25,6,8
Caladenia brownii,0.6524390243902439,100,164
Caladenia cairnsiana,0.2730923694779117,191,249
Caladenia capillata,0.22429906542056072,339,428
Caladenia cardiochila,0.1115241635687732,241,269
Caladenia carnea,0.3169593242942872,3278,4499
Caladenia catenata,0.3041447752481034,1271,1713
Caladenia clarkiae,0.6944444444444444,26,72
Caladenia clavescens,0.0909090909090909,20,22
Caladenia clavigera,0.3404255319148936,189,282
Caladenia clavula,0.22807017543859645,44,57
Caladenia cleistantha,0.4,3,5
Caladenia concolor,0,6,6
Caladenia congesta,0.3899082568807341,149,218
Caladenia corynephora,0.21739130434782608,40,46
Caladenia cruciformis,0.2,4,5
Caladenia cucullata,0.1508078994614005,474,557
Caladenia dilatata,0.30952380952380965,30,42
Caladenia dimorpha,0.46666666666666656,39,60
Caladenia douglasiorum,0,6,6
Caladenia falcata,0.1875,248,288
Caladenia ferruginea,0.11538461538461536,70,78
Caladenia filamentosa,0.30875576036866353,156,217
Caladenia flava,0.20839469808541955,1121,1358
Caladenia flava subsp. flava,0.2572016460905351,386,486
Caladenia flava subsp. sylvestris,0.32941176470588235,62,85
Caladenia footeana,0.25,67,84
Caladenia formosa,1,0,1
Caladenia fragrantissima,0.07692307692307694,36,39
Caladenia fuscata,0.19034852546916897,936,1119
Caladenia gracilis,0.4121621621621623,289,444
Caladenia grampiana,0.76,6,25
Caladenia hastata,0,1,1
Caladenia hildae,0.7407407407407408,19,54
Caladenia hirta,0.22222222222222218,72,90
Caladenia huegelii,0.43137254901960786,32,51
Caladenia insularis,0.052631578947368425,18,19
Caladenia iridescens,0.3881578947368421,97,152
Caladenia latifolia,0.1971112999150382,976,1177
Caladenia leptochila,0.09756097560975606,148,164
Caladenia longicauda,0.2210796915167095,312,389
Caladenia longicauda subsp. longicauda,0.11570247933884294,107,121
Caladenia longiclavata,0.21134020618556706,160,194
Caladenia lowanensis,0,1,1
Caladenia macrostylis,0.27142857142857146,166,210
Caladenia magniclavata,0.42105263157894735,25,38
Caladenia magnifica,0.25,3,4
Caladenia maritima,0,9,9
Caladenia mentiens,0.23880597014925375,51,67
Caladenia montana,1.368421052631579,1,38
Caladenia moschata,0.3714036617262427,777,1147
Caladenia nana,0.23750000000000004,66,80
Caladenia oenochila,0.054421768707483,139,147
Caladenia oreophila,1.4285714285714286,0,7
Caladenia orientalis,0.3793103448275862,18,29
Caladenia ornata,0.2558139534883721,65,86
Caladenia osmera,0.7777777777777778,3,9
Caladenia parva,0.1729323308270677,331,399
Caladenia patersonii,0.18012422360248448,133,161
Caladenia pectinata,0.27536231884057977,103,138
Caladenia peisleyi,0.8235294117647058,4,17
Caladenia phaeoclavia,0.36220472440944873,173,254
Caladenia plicata,0.553846153846154,37,65
Caladenia praecox,0.2263157894736842,148,190
Caladenia prolata,0.14285714285714277,110,126
Caladenia pumila,0,1,1
Caladenia pusilla,0.1974522292993631,258,314
Caladenia quadrifaria,0.33333333333333337,4,6
Caladenia radialis,0.12941176470588237,75,85
Caladenia radiata,0.320754716981132,40,53
Caladenia reptans,0.16666666666666669,183,216
Caladenia reptans subsp. reptans,0.2992125984251968,191,254
Caladenia reticulata,0.2126696832579185,176,221
Caladenia roei,0.10227272727272729,239,264
Caladenia sp. Chapple Vale (J.A.Jeanes 344),0,1,1
Caladenia sp. Inverleigh (N.Anderton 15),0,3,3
Caladenia sp. Violet Town (C.Findlay & G.Backhouse s.n. 26/9/1999),0,1,1
Caladenia speciosa,0,2,2
Caladenia stricta,0.12837837837837837,131,148
Caladenia tensa,0,3,3
Caladenia tentaculata,0.18606224627875498,1216,1478
Caladenia tessellata,0.3235294117647059,72,102
Caladenia testacea,0.553846153846154,70,130
Caladenia thysanochila,0,2,2
Caladenia toxochila,0.05084745762711866,56,59
Caladenia transitoria,0.22545454545454538,220,275
Caladenia venusta,0.15555555555555559,116,135
Caladenia verrucosa,0.18627450980392152,172,204
Caladenia versicolor,0,2,2
Caladenia villosissima,0.14285714285714288,12,14
Caladenia vulgaris,0.08527131782945732,118,129
Caladenia xanthochila,0,3,3
Calamus australis,0.1979166666666666,88,96
Calamus caryotoides,0.22340425531914895,84,94
Calamus moti,0.14084507042253525,69,71
Calamus muelleri,0.01345895020188425,733,743
Calandrinia balonensis,0.7070063694267517,293,471
Calandrinia brevipedata,0.17525773195876287,82,97
Calandrinia calyptrata,0.1653726708074533,1105,1288
Calandrinia corrigioloides,0.20238095238095233,207,252
Calandrinia disperma,0.24691358024691346,64,81
Calandrinia eremaea,0.09549512144488234,4450,4817
Calandrinia granulifera,0.12527716186252777,800,902
Calandrinia pickeringii,0.6123595505617978,110,178
Calandrinia ptychosperma,0.21428571428571422,296,350
Calandrinia pumila,0.36,138,175
Calandrinia uniflora,5.850364963503648,38,274
Calandrinia volubilis,0,164,164
Caleana disjuncta,0.5833333333333333,12,24
Caleana major,0.525192143467122,700,1171
Caleana minor,0.4375,226,352
Caleana nigrita,0.44670050761421304,137,197
Calectasia browneana,0,2,2
Calectasia cyanea,0.5,5,8
Calectasia gracilis,0.27586206896551724,21,29
Calectasia grandiflora,0.13888888888888892,31,36
Calectasia hispida,0.2692307692307693,22,26
Calectasia intermedia,0.75,78,200
Calectasia narragara,0.18556701030927825,163,194
Calectasia palustris,1,0,2
Calectasia pignattiana,0,2,2
Calectasia valida,0.14414414414414414,96,111
Callicarpa brevistyla,2.484848484848485,20,33
Callicarpa candicans,3.1974522292993632,62,157
Callicarpa longifolia,0.11428571428571427,65,70
Callicarpa pedunculata,0.23954372623574155,226,263
Callicoma serratifolia,0.3535249828884319,2131,2922
Callistachys lanceolata,0.24056603773584911,167,212
Callistemon acuminatus,0.5303030303030303,42,66
Callistemon citrinus,0.49492099322798994,1104,1772
Callistemon comboynensis,0.4834437086092715,103,151
Callistemon flavovirens,0.9710144927536233,27,69
Callistemon linearis,0.37075718015665776,1102,1532
Callistemon montanus,0.12195121951219508,38,41
Callistemon pachyphyllus,0.7592024539877298,378,652
Callistemon pallidus,0.6752021563342316,357,742
Callistemon pauciflorus,0.8666666666666667,14,30
Callistemon pinifolius,0.39826839826839827,160,231
Callistemon pityoides,0.9012178619756431,261,739
Callistemon pungens,0.6992481203007519,63,133
Callistemon rugulosus,0.24947145877378424,721,946
Callistemon salignus,0.17408123791102503,2212,2585
Callistemon shiressii,0.37278106508875747,128,169
Callistemon sieberi,0.2709219858156029,1105,1410
Callistemon subulatus,0.7570621468926553,55,177
Callistemon viminalis,0.3648293963254595,908,1143
Callistemon viridiflorus,0.08695652173913047,126,138
Callitriche brachycarpa,0.07142857142857144,13,14
Callitriche muelleri,0.5178571428571428,220,392
Callitriche palustris var. palustris,0.8800000000000001,11,25
Callitriche sonderi,0.04716981132075465,202,212
Callitriche umbonata,0.1632653061224489,87,98
Callitris acuminata,0.17857142857142863,48,56
Callitris baileyi,0.07446808510638295,89,94
Callitris canescens,0.13270142180094785,185,211
Callitris columellaris,0.7021276595744681,501,658
Callitris endlicheri,0.2935166994106085,3901,5090
Callitris glaucophylla,0.12287194670614479,9826,10808
Callitris gracilis,0.10221226547185695,3244,3571
Callitris intratropica,4.409685863874347,136,764
Callitris macleayana,0.07821229050279338,169,179
Callitris monticola,1.2307692307692308,31,91
Callitris muelleri,0.6956521739130436,69,138
Callitris oblonga,0.5729166666666667,47,96
Callitris oblonga subsp. oblonga,0.0689655172413793,27,29
Callitris oblonga subsp. parva,0.6875,7,16
Callitris preissii,0.2195121951219512,297,369
Callitris pyramidalis,0.2158273381294962,114,139
Callitris rhomboidea,0.494140625,881,1536
Callitris roei,0.22516556291390732,120,151
Callitris verrucosa,0.20868696954568158,1607,2003
Calocephalus citreus,0.19293568810396547,2633,3001
Calocephalus knappii,0.39655172413793105,127,174
Calocephalus lacteus,0.13799621928166342,965,1058
Calocephalus platycephalus,0.27397260273972623,411,511
Calocephalus sonderi,0.04423243712055518,1112,1153
Calochilus campestris,0.5302144249512668,303,513
Calochilus gracillimus,0.49425287356321834,51,87
Calochilus herbaceus,0.5279999999999998,79,125
Calochilus imberbis,0.24137931034482757,22,29
Calochilus paludosus,0.4549180327868852,466,732
Calochilus robertsonii,0.2367782629791363,1654,2061
Calochilus stramenicola,0.06451612903225809,29,31
Calochilus therophilus,0.48,31,50
Calochlaena dubia,0.4493886991959463,5851,9079
Calomeria amaranthoides,0.8763326226012795,149,469
Calophyllum australianum,0.5333333333333334,60,75
Calophyllum inophyllum,0.3475177304964537,123,141
Calophyllum sil,2.7944444444444443,79,180
Calophyllum soulattri,5.138211382113821,16,123
Calorophus elongatus,0.3282442748091604,94,131
Calorophus erostris,0.13999999999999999,43,50
Calostemma luteum,0.009803921568627444,101,102
Calostemma purpureum,0.09596510359869134,844,917
Calothamnus blepharospermus,0.06122448979591834,46,49
Calothamnus gracilis,0.25806451612903236,121,155
Calothamnus graniticus,0,7,7
Calothamnus hirsutus,0.275,29,40
Calothamnus huegelii,0.33333333333333337,15,21
Calothamnus longissimus,0.25806451612903225,25,31
Calothamnus planifolius,0.10526315789473684,17,19
Calothamnus preissii,0.4666666666666666,22,30
Calothamnus quadrifidus,0.27989130434782605,287,368
Calothamnus rupestris,0.3076923076923077,46,65
Calothamnus sanguineus,0.26098901098901106,285,364
Calothamnus torulosus,0.2444444444444444,34,45
Calothamnus villosus,0.13999999999999999,43,50
Calotis ancyrocarpa,0.0476190476190476,60,63
Calotis anthemoides,0.17886178861788626,429,492
Calotis cuneata,0.11333333333333337,409,450
Calotis cuneifolia,0.1280861332838318,4840,5387
Calotis cymbacantha,0.07348242811501612,296,313
Calotis dentex,0.47515923566879,522,785
Calotis erinacea,0.1564885496183206,918,1048
Calotis glandulosa,0.4198113207547169,148,212
Calotis hispidula,0.07668659265584966,5499,5855
Calotis lappulacea,0.08991735537190068,5585,6050
Calotis latiuscula,0.5019011406844106,179,263
Calotis moorei,0,11,11
Calotis multicaulis,0.08083140877598138,408,433
Calotis plumulifera,0.11925287356321866,636,696
Calotis porphyroglossa,0.5238095238095235,184,252
Calotis pubescens,0.48571428571428565,45,70
Calotis scabiosifolia,0.13828571428571412,779,875
Calotis scabiosifolia var. integrifolia,0.6477541371158391,231,423
Calotis scabiosifolia var. scabiosifolia,0.05432595573440647,474,497
Calotis scapigera,0.05882352941176481,823,867
Calotis squamigera,0,39,39
Calycopeplus collinus,3.425925925925926,9,108
Calystegia marginata,0.5202558635394456,526,938
Calystegia sepium,0.07729468599033819,580,621
Calystegia soldanella,0.20833333333333343,96,120
Calytrix achaeta,7.782764811490126,24,557
Calytrix acutifolia,0.36170212765957444,36,47
Calytrix alpestris,0.45683453237410054,320,556
Calytrix angulata,0.2318840579710145,110,138
Calytrix arborescens,5.51764705882353,8,85
Calytrix breviseta subsp. stipulosa,0.21000000000000002,83,100
Calytrix brownii,4.524590163934427,93,549
Calytrix carinata,1.5102639296187683,98,341
Calytrix decussata,2.6964285714285716,10,56
