taxon_name,mean_fri,mean_fires,upr_conf_int,lwr_conf_int,dispersion_ratio,dispersion_p_value,num_unburnt_pixels,num_pixels,taxon_rank,resprouting,post_fire_seeding,data_on_both,resprouter_or_seeder,woodiness_detailed,woody_or_herb,resprouting_binomial,seeding_binomial,obligate_resprouting_or_seeding,resprouting_seeding_binomial,mean_fires_100
Brachyscome staceae,48.774,0.4545454545454546,0.6172024564712312,0.291888452619678,0.8246153846153844,0.8427215156065245,40,66,species,sometimes resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,2.0502726862672733
Brachyscome stolonifera,236.4799999999999,0.09375000000000004,0.16876562337273487,0.01873437662726521,0.92063492063492,0.6546699952485775,58,64,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,0.4228687415426253
Brachyscome stuartii,27.03256505576208,0.8201219512195123,0.9181292382775584,0.722114664161466,0.8367040687561816,0.985645427677816,134,329,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,3.699241999185892
Brachyscome tadgellii,25.087105263157895,0.8837209302325582,1.1647035219957953,0.6027383384693211,0.6040100250626567,0.9801059930955056,14,43,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,3.9861115481847453
Brachyscome tenuiscapa,40.51758620689655,0.5471698113207547,0.7463193023015778,0.3480203203399316,0.9535809018567638,0.5693697308826852,31,53,species,sometimes resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,2.468064101582114
Brachyscome tesquorum,29.224090909090908,0.7586206896551725,0.9416450031389252,0.5755963761714198,1.2864693446088795,0.03803683322418631,48,87,species,mostly resprouts,NA,FALSE,NA,herbaceous semi_woody,herb,TRUE,NA,NA,NA,3.4218344143219324
Brachyscome triloba,51.199775784753385,0.43300970873786393,0.48984279934992886,0.376176618125799,0.990438135785452,0.552890792525889,332,520,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.953133553170338
Brachyscome willisii,65.34315789473685,0.3392857142857143,0.4273671160305397,0.25120431254088893,0.9823510872990858,0.5500108532702697,120,168,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.5303821122495005
Brasenia schreberi,64.04666666666667,0.3461538461538462,0.4767238301090385,0.21558386219865389,1.0375180375180373,0.38838405523710146,56,78,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.5613615072343083
Breynia cernua,9.260514179697854,2.394035532994924,2.4704267204283124,2.317644345561535,5.911597272180363,0,768,1656,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,10.798536459156173
Breynia oblongifolia,71.32605582524278,0.31082610335722344,0.32143768094494063,0.30021452576950625,1.4587289363973752,1.6025630575942147e-189,8122,10876,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,1.402012193762848
Bridelia insulana,1374.5400000000002,0.01612903225806451,0.04774193548387097,-0.01548387096774193,1,0.4759169119335499,61,64,species,mostly resprouts,NA,FALSE,NA,woody,woody,TRUE,NA,NA,NA,0.07275161144819355
Bridelia leichhardtii,56.294411764705885,0.3938223938223938,0.47025107984243114,0.3173937078023565,2.321021431828545,3.8349016105789176e-29,205,269,species,sometimes resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,1.7763752540477844
Bridelia tomentosa,5.415517909002905,4.093791281373844,4.237926788338414,3.9496557744092735,5.255196675493547,0,203,821,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,woody,woody,TRUE,TRUE,NA,NA,18.465454584455767
Bromus arenarius,382.1064705882353,0.05802047781569966,0.0775233203308819,0.03851763530051742,1.650678733031674,3.6187700991798445e-21,561,655,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,0.26170716200135163
Brucea javanica,19.486263157894733,1.137724550898204,1.2995014105035745,0.9759476912928337,4.160875079264425,3.917376073236087e-65,108,199,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,5.1318202566450335
Brunonia australis,91.84478810408928,0.24138549892318725,0.25428598593286017,0.2284850119135143,1.5812031103717543,1.9781523293087357e-151,4538,5587,species,sometimes resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,seeder,1.0887934096670602
Brunoniella australis,73.41983756345174,0.30196198651134293,0.3152964403438069,0.288627532678879,3.46100506524745,0,5364,6541,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.3620297091174691
Brunoniella pumilio,42.768628659476114,0.518370607028754,0.5582523463859421,0.478488867671566,1.0032319290946283,0.46252734957714337,752,1259,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,NA,2.3381624133006493
Buchanania arborescens,9.280970588235292,2.3887587822014056,2.5353568621472404,2.2421607022555707,5.1782702752462475,2.670258497108328e-237,207,468,species,mostly resprouts,NA,FALSE,NA,woody,woody,TRUE,NA,NA,NA,10.774735147502955
Buchanania obovata,3.201910339752237,6.923991507431002,6.999140624266366,6.848842390595638,3.921315470215686,0,402,4775,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,woody,woody,TRUE,TRUE,NA,NA,31.231355468791165
Buchnera linearis,3.560044080604535,6.227450980392155,6.364430657391349,6.090471303392961,3.42158021898936,0,140,1293,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,28.089539830366057
Buchnera ramosissima,5.5787254901960805,3.974025974025973,4.288881312709504,3.6591706353424422,4.239779571959504,3.167175716884742e-62,31,156,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,17.92524119993673
Bulbine alata,520.5844444444444,0.04258675078864353,0.05865056584937697,0.02652293572791009,1.107307939851384,0.03120820964471254,609,636,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,0.1920917942654196
Bulbine bulbosa,125.29100917431192,0.17694805194805197,0.18745287177846415,0.16644323211763976,1.2085692452754302,8.835010433201378e-28,5250,6183,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,NA,0.7981418671540458
Bulbine crassa,88.68,0.25,0.74,-0.24,1,0.3916251762710891,3,38,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,1.1276499774470004
Bulbine glauca,37.54259433962263,0.5905292479108637,0.6700223698216705,0.5110361260000569,0.8268683461579,0.9926583416945128,191,364,species,sometimes resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,2.6636411723539184
Bulbine semibarbata,284.5565168539326,0.07791070907499272,0.0872561026819964,0.06856531546798902,1.2070857137859634,4.146478454075931e-16,3191,3590,species,does not resprout,robust post-fire seeding,TRUE,seeder,herbaceous,herb,FALSE,TRUE,obligate seeder,seeder,0.35142403732518135
Bulbostylis barbata,7.1332898459603875,3.1079628724963375,3.1843350302708644,3.03159071472181,4.270420074224922,0,692,2157,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,14.018777052306438
Burchardia congesta,105.40827272727272,0.21032504780114727,0.2496303124744455,0.17101978312784905,1.0462208289794497,0.22480282775877777,426,530,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.9486921416380121
Burchardia multiflora,87.81058823529412,0.2524752475247525,0.3217683154452673,0.1831821796042377,1.0665300946249143,0.24642035980671,159,206,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.1388148287088518
Burchardia umbellata,77.3375563783239,0.28666538016209925,0.2969735126772775,0.276357247646921,1.0796454569214924,1.1211289635728316e-8,7862,10469,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.293032837898508
Burnettia cuneata,48.774,0.4545454545454546,0.5805390264659667,0.3285518826249425,0.9944954128440364,0.49821238186773115,70,116,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,NA,2.0502726862672733
Bursaria incana,34.7149756097561,0.6386292834890965,0.7260527392025596,0.5512058277756334,2.9461585365853655,1.1360169260705076e-62,229,329,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,woody,woody,TRUE,TRUE,NA,NA,2.8806011884938947
Bursaria longisepala,46.633448275862065,0.47540983606557385,0.5408096052074919,0.4100100669236558,0.9702120770600614,0.6613807162995653,263,428,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,2.144383563669706
Bursaria spinosa,96.3420783847982,0.23011751844766307,0.23909158074932396,0.22114345614600217,1.2070470748530169,2.7396774343988624e-47,8898,11067,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,1.0379680579506678
Bursaria spinosa subsp. lasiophylla,66.5971119842829,0.33289731850882937,0.36181793038384547,0.30397670663381327,0.8837907199210031,0.999571218962651,1074,1530,subspecies,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,1.5015666148345934
Bursaria spinosa subsp. spinosa,96.06729700073164,0.23077572381193528,0.23942633789695483,0.22212510972691576,1.1577638459721027,3.2685973048226027e-31,9559,11974,subspecies,mostly resprouts,some post-fire seeding,TRUE,facultative,woody,woody,TRUE,TRUE,NA,resprouter,1.040936959007376
Bursaria tenuifolia,23.91109947643979,0.9271844660194176,1.0586783442899377,0.7956905877488976,2.78791980589963,2.4595575116197665e-36,131,218,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,woody,woody,TRUE,FALSE,obligate resprouter,resprouter,4.182158168784021
Cadellia pentastylis,114.54500000000004,0.19354838709677416,0.25677419354838704,0.13032258064516128,1.7045045045045046,7.513359615327881e-9,162,186,species,mostly resprouts,NA,FALSE,NA,woody,woody,TRUE,NA,NA,NA,0.8730193373783227
Caesalpinia bonduc,29.7909375,0.744186046511628,0.8930542603365902,0.5953178326866658,4.624999999999999,8.839174791843984e-61,94,203,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,3.3567255142608388
Caesia alpina,20.01185840707965,1.1078431372549018,1.3121086842447047,0.9035775902650988,0.4988171383510033,0.9999940938844912,21,102,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,NA,4.997037154961217
Caesia calliantha,195.74702380952385,0.11325842696629214,0.12724226310926723,0.09927459082331704,1.3159044193216856,3.883967480625332e-22,2013,2244,species,mostly resprouts,some post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,resprouter,0.5108634504568883
Caesia micrantha,110.85,0.2,0.24496548383863012,0.1550345161613699,1.303430079155673,6.149146599717109e-5,320,385,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.9021199819576003
Caesia parviflora,60.306467889908255,0.36762225969645873,0.3957975887925656,0.33944693060035186,1.223279429520851,2.35031970332298e-10,1268,1812,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.658196931422908
Caesia parviflora var. minor,27.544545454545457,0.8048780487804879,0.9990623813791036,0.6106937161818722,0.9031051253273475,0.7206975661760104,36,82,variety,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,3.6304828542196113
Caesia parviflora var. parviflora,50.3038596491228,0.4407216494845362,0.4874313844554866,0.3940119145135857,1.3680588568194678,3.391112729495561e-11,536,793,variety,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.9879190324065683
Caesia parviflora var. vittata,117.70254545454546,0.18835616438356165,0.2381361268311901,0.13857620193593323,1.0698531708840988,0.1973243276426002,244,305,variety,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.849599298076507
Cajanus acutifolius,7.622082644628101,2.908653846153846,3.0725449671952645,2.744762725112427,3.150158319227323,5.602922749378996e-93,110,434,species,does not resprout,robust post-fire seeding,TRUE,seeder,woody,woody,FALSE,TRUE,obligate seeder,seeder,13.11977377606606
Cajanus aromaticus,5.232670807453416,4.236842105263158,4.891305578402133,3.582378632124183,4.011583011583011,2.7639278611533737e-15,5,39,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,19.110699617786008
Cajanus cinereus,6.916441821247891,3.2054054054054064,3.4634006432140163,2.9474101675967965,2.3435185864066272,6.790351347943991e-22,30,189,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,14.458301332455598
Cajanus crassicaulis,5.305641025641027,4.178571428571428,4.935737196418866,3.42140566072399,1.7027540360873696,0.012803991473622661,2,28,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,18.847863908757002
Cajanus geminatus,4.017864077669904,5.517857142857142,5.87306834763537,5.1626459380789145,3.711353991047032,2.731336390902028e-53,21,173,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,24.888845930794506
Cajanus latisepalus,4.738245219347582,4.678947368421053,4.986524010222275,4.371370726619831,2.1637116788972808,2.8608987367376013e-18,14,192,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,21.104859577902808
Cajanus marmoratus,6.377453371592541,3.476309226932668,3.658800913800923,3.2938175400644125,3.7137266857962703,1.8460373078233182e-124,97,418,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,15.68024008539769
Cajanus pubescens,6.070814558058927,3.6518987341772142,3.94987857991076,3.3539188884436695,3.058969632074535,1.8132362483514087e-34,24,159,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,16.47225410093466
Cajanus reticulatus,8.074259259259259,2.745762711864407,3.0447457627118646,2.4467796610169494,3.923287960324997,5.0850717412847916e-42,44,124,species,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,12.385037040434852
Cajanus reticulatus var. grandifolius,7.243663366336635,3.060606060606061,3.40522741983472,2.7159847013774012,4.519700949686805,2.540981380056578e-45,36,100,variety,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,13.805169420866308
Cajanus reticulatus var. maritimus,24.689318181818184,0.8979591836734694,1.1632891669019014,0.6326292004450373,3.398674242424242,1.8576172119878717e-14,36,67,variety,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,4.050334612870858
Cajanus reticulatus var. reticulatus,11.9328611898017,1.8578947368421053,2.0517108246683664,1.664078649015844,3.9276496245334775,1.3695607139326417e-66,90,198,variety,does not resprout,NA,FALSE,NA,woody,woody,FALSE,NA,NA,NA,8.380219832395602
Cajanus scarabaeoides,6.669024390243903,3.324324324324324,3.91182301493412,2.736825633714528,3.4268292682926824,1.6971782167405693e-11,10,37,species,does not resprout,NA,FALSE,NA,herbaceous,herb,FALSE,NA,NA,NA,14.994696997403356
Caladenia aestiva,16.6275,1.3333333333333333,1.9866666666666664,0.6799999999999999,0.3181818181818182,0.9823351040414257,1,12,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,6.014133213050668
Caladenia alata,47.59159999999999,0.4658385093167703,0.5712676889079193,0.3604093297256212,0.966833333333333,0.6035757156719279,101,168,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,2.1012111381000014
Caladenia alpina,30.94440633245383,0.7164461247637051,0.7885768010860232,0.6443154484413869,0.7757855600863517,0.9999586978164018,236,529,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,3.231601825727131
Caladenia angustata,205.07250000000005,0.10810810810810809,0.21405405405405403,0.00216216216216214,1.4305555555555558,0.04535642584520417,34,40,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.4876324226797839
Caladenia arenaria,116.3925,0.1904761904761905,0.3771428571428571,0.00380952380952381,0.8500000000000002,0.6529736580605249,17,24,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.859161887578667
Caladenia aurantiaca,68.52545454545456,0.32352941176470584,0.4587237483713812,0.18833507515803052,0.6865671641791046,0.9766479637896868,46,69,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.4593117355196474
Caladenia australis,104.5157142857143,0.21212121212121213,0.3232370981526807,0.10100532608974357,0.9450549450549453,0.6027140691046848,53,70,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.956793920258061
Caladenia barbarossa,119.2593103448276,0.18589743589743588,0.2535571988588694,0.11823767293600236,1.7911012235817576,5.403223781305282e-9,135,156,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.8385089575887951
Caladenia brownii,33.98018691588785,0.652439024390244,0.776063400294303,0.5288146484861851,1.3464250903044546,0.00210959062350856,100,170,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,2.942891404556806
Caladenia cairnsiana,81.18132352941176,0.2730923694779117,0.33800230543141063,0.2081824335244128,1.025142314990512,0.3792168634347491,191,256,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.2318104171308601
Caladenia capillata,98.84125000000002,0.22429906542056072,0.2691682233257479,0.17942990751537352,0.9236924277907884,0.8690068372733821,339,437,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.0117233442515143
Caladenia cardiochila,198.79100000000005,0.11152416356877322,0.15143257296320167,0.07161575417434476,1.092537313432836,0.1426663740264452,241,280,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.5030408821324909
Caladenia carnea,69.94588359046286,0.3169593242942875,0.3334106098570608,0.30050803873151427,0.9946222007973626,0.5981112295679634,3278,4562,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.4296766995682793
Caladenia catenata,72.85036468330136,0.304322429906542,0.3304543410427641,0.2781905187703199,1.0225704513305014,0.2525027428425124,1270,1749,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.372676724882914
Caladenia clarkiae,31.9248,0.6944444444444445,0.8869346237674491,0.5019542651214399,0.472112676056338,0.999955167015886,26,73,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,3.13236104846389
Caladenia clavescens,243.86999999999995,0.09090909090909094,0.21690266282960305,-0.03508448101142114,0.9523809523809522,0.5212612504839526,20,22,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.4100545372534548
Caladenia clavigera,65.12437500000001,0.34042553191489355,0.40852482121780176,0.27232624261198535,0.7246441281138793,0.9998374416684244,189,289,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.5355233735448512
Caladenia clavula,97.20692307692308,0.2280701754385965,0.35205053508613016,0.10408981579106286,0.7857142857142857,0.877496992386404,44,57,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.028733312758667
Caladenia congesta,56.859529411764704,0.389908256880734,0.4727995740196976,0.3070169397417704,1.014746543778802,0.4266830377227352,149,218,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.7587201483118358
Caladenia corynephora,101.98200000000004,0.21739130434782605,0.3521318307376091,0.08265077795804296,1.617777777777778,0.00542129855774345,40,48,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.9805651977800001
Caladenia cucullata,146.74428571428572,0.1510791366906475,0.18338794374860953,0.11877032963268544,0.8743028743028746,0.984938213395943,473,556,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,0.6814575403276837
Caladenia dilatata,71.62615384615385,0.30952380952380953,0.4777828690454624,0.1412647500021567,0.8649155722326451,0.7146402248686397,30,43,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.3961380673153339
Caladenia dimorpha,47.50714285714286,0.4666666666666667,0.6395224189895533,0.29381091434378004,1.1234866828087169,0.24017375450554185,39,60,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,2.104946624567734
Caladenia falcata,118.24,0.18750000000000003,0.2375104155818233,0.1374895844181768,1.6701509872241578,7.694023307918307e-12,248,288,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.8457374830852503
Caladenia ferruginea,192.14000000000004,0.11538461538461536,0.19076923076923075,0.03999999999999998,1.121212121212121,0.2186002779962967,70,82,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.5204538357447693
Caladenia filamentosa,71.80432835820898,0.30875576036866353,0.3826879789533179,0.23482354178400916,0.9343559977888338,0.7471211132996209,156,226,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.3926737048654194
Caladenia flava,106.3846643109541,0.2083946980854197,0.2326747448666207,0.18411465130421864,1.1670229747077714,1.719983416132708e-5,1121,1377,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.9399851063843919
Caladenia flava subsp. flava,86.37432,0.2566735112936345,0.3016703617648829,0.2116766608223862,1.2739423868312756,3.8459214638529144e-5,387,494,subspecies,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.1577515168860375
Caladenia flava subsp. sylvestris,67.30178571428571,0.32941176470588235,0.4514275898749787,0.207395939536786,1.112244897959184,0.2257649705111084,62,86,subspecies,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.4858446761654593
Caladenia footeana,88.68,0.25,0.35692676621563624,0.1430732337843637,1.144578313253012,0.17332301913122328,67,84,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.1276499774470004
Caladenia fragrantissima,288.21,0.07692307692307694,0.16396973289320516,-0.01012357904705126,0.9473684210526314,0.5622449860440377,36,42,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.34696922382984635
Caladenia fuscata,116.47056338028167,0.19034852546916892,0.21591175894359232,0.1647852919947455,1.1205119806495505,0.00292368457329608,936,1134,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.8585860418095124
Caladenia gracilis,53.91065573770492,0.41123595505617977,0.47081885066651374,0.3516530594458458,0.8967902328558068,0.941973233366917,290,451,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.854920861777987
Caladenia grampiana,29.171052631578945,0.7600000000000001,1.101737677173589,0.4182623228264113,0.24999999999999997,0.9999286133710258,6,25,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,3.4280559314388817
Caladenia hildae,29.929500000000008,0.7407407407407406,0.9702986745900006,0.5111828068914805,0.518867924528302,0.9985463282133452,19,54,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,3.341185118361482
Caladenia hirta,99.765,0.2222222222222222,0.31961540524221305,0.12482903920223136,0.9887640449438202,0.5100496452892466,72,91,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.0023555355084448
Caladenia huegelii,51.394090909090906,0.4313725490196079,0.611631664495175,0.2511134335440408,0.8581818181818182,0.7511587288433823,32,52,species,mostly resprouts,no post-fire seeding,TRUE,resprouter,herbaceous,herb,TRUE,FALSE,obligate resprouter,resprouter,1.9457489806928636
Caladenia insularis,421.23000000000013,0.05263157894736841,0.1557894736842105,-0.05052631578947367,1.0000000000000004,0.4556526043224185,18,19,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,NA,0.23739999525200003
Caladenia iridescens,57.11593220338983,0.38815789473684215,0.48720424780146365,0.28911154167222064,0.7523852284206982,0.9898565562419568,97,152,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.7508249649835008
Caladenia latifolia,112.47452586206896,0.19711129991503823,0.2224756419498611,0.17174695788021535,1.0710400539526157,0.04483732589918893,976,1367,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.889090211614967
Caladenia leptochila,227.24249999999995,0.09756097560975611,0.1453658536585366,0.04975609756097565,0.9079754601226988,0.7940326793365835,148,164,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.44005852778419535
Caladenia longicauda,100.28058139534885,0.2210796915167095,0.26780537853771613,0.17435400449570287,0.9907695996163992,0.5418156503484679,312,404,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.9972020366112291
Caladenia longicauda subsp. longicauda,191.61214285714289,0.11570247933884298,0.17631114444691673,0.05509381423076922,0.8916666666666667,0.7961843795695056,107,121,subspecies,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.5218875928680333
Caladenia longiclavata,104.90195121951218,0.21134020618556704,0.2760315644606618,0.14664884791047228,1.1359787691141157,0.09455837009009682,160,196,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.9532711149551963
Caladenia macrostylis,81.67894736842105,0.27142857142857146,0.3418936928244318,0.20096345003271113,1.2608914631075296,0.00626345446778122,166,213,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.2243056897996005
Caladenia magniclavata,52.653750000000024,0.4210526315789472,0.6273684210526315,0.21473684210526303,1.1081081081081083,0.2993946935049521,25,39,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.8991999620159998
Caladenia mentiens,92.836875,0.23880597014925373,0.35582089552238805,0.1217910447761194,0.7727272727272727,0.9132217033913064,51,71,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.0771581874120602
Caladenia montana,16.20115384615385,1.3684210526315783,1.7403621315741795,0.9964799736889776,0.21413721413721423,0.999999901266264,1,38,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,6.172399876551999
Caladenia moschata,59.69246478873239,0.3714036617262425,0.4066730114938785,0.3361343119586064,0.9016829306262238,0.9922672748100668,777,1148,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,1.6752533230773228
Caladenia nana,93.34736842105266,0.23749999999999993,0.34429302411674645,0.13070697588325342,1.6249167221852108,3.758758377755864e-4,66,81,species,mostly resprouts,robust post-fire seeding,TRUE,facultative,herbaceous,herb,TRUE,TRUE,NA,NA,1.07126747857465
Caladenia oenochila,407.3737499999999,0.054421768707483,0.09213413037076554,0.01670940704420047,0.9520547945205478,0.6469859375729075,139,147,species,mostly resprouts,NA,FALSE,NA,herbaceous,herb,TRUE,NA,NA,NA,0.24547482502247628
